pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2025-09-28,94.6,-2.12,5.73,"Nuñez, Nasim",683083,686563,strikeout,called_strike,,,,,3.0,Nasim Nuñez called out on strikes.,R,L,R,WSH,CWS,S,2.0,,1,2,2025,-1.34,0.71,0.5435440264513776,3.106805484778429,,,,2,9,Bot,,,,,,,9.926668619374466,-137.39619538805445,-2.705921522584936,-19.20045964694428,31.6474075727032,-22.76957236531503,3.31,1.55,,,,94.3,2223,6.3,776143,691019,678554,672820,678246,805367,681460,656537,666150,54.17,,0.0,0.0,1.0,0.0,0.0,,68,4,Sinker,0,8,0,8,8,0,0,8,Strategic,Standard,226,-0.001,-0.182,,,,0.182,,-8,-8,0.001,0.001,24,24,25,25,1,0,4.0,1.0,,,1.85,1.34,-1.34,24.2,,,,,
ST,2025-09-28,83.1,-2.39,5.62,"Nuñez, Nasim",683083,686563,,ball,,,,,13.0,Ball,R,L,R,WSH,CWS,B,,,0,2,2025,1.26,0.36,-0.131362213475793,0.5331319028514105,,,,2,9,Bot,,,,,,,2.693191036149777,-120.78048227125866,-5.749866623762376,11.615364687061264,27.000682827508808,-27.690900602428453,3.30867943588067,1.52677047549959,,,,82.2,2765,6.1,776143,691019,678554,672820,678246,805367,681460,656537,666150,54.43,,,,,,,,68,3,Sweeper,0,8,0,8,8,0,0,8,Strategic,Standard,62,0.0,0.022,,,,-0.022,,-8,-8,0.001,0.001,24,24,25,25,1,0,4.0,1.0,,,2.99,-1.26,1.26,21.0,,,,,
CH,2025-09-28,86.0,-2.41,5.66,"Nuñez, Nasim",683083,686563,,foul,,,,,7.0,Foul,R,L,R,WSH,CWS,S,,,0,1,2025,-1.25,-0.15,-0.3282505517240439,1.5383608958454815,,,,2,9,Bot,,,,,,,7.444065857846928,-124.97353039239078,-3.1944400530967805,-14.598114108731847,25.612520053139853,-33.28093863990335,3.31,1.55,208.0,67.2,35.0,85.7,1840,6.2,776143,691019,678554,672820,678246,805367,681460,656537,666150,54.28,,,,,,,,68,2,Changeup,0,8,0,8,8,0,0,8,Strategic,Standard,243,0.0,-0.057,65.5,7.8,,0.057,88.0,-8,-8,0.001,0.001,24,24,25,25,1,0,4.0,1.0,,,3.24,1.25,-1.25,22.1,18.462674900146613,-8.598469365422181,42.455210906760655,42.071147268035205,36.072815666709616
FC,2025-09-28,90.0,-2.36,5.8,"Nuñez, Nasim",683083,686563,,swinging_strike,,,,,6.0,Swinging Strike,R,L,R,WSH,CWS,S,,,0,0,2025,0.06,0.95,0.5251647071799882,2.114653899747087,,,,2,9,Bot,,,,,,,7.031497500367988,-130.8375480596117,-5.197906215630677,-0.7583919758292291,26.145451335759525,-20.36701147531933,3.31,1.55,,,,90.2,2516,6.3,776143,691019,678554,672820,678246,805367,681460,656537,666150,54.15,,,,,,,,68,1,Cutter,0,8,0,8,8,0,0,8,Strategic,Standard,207,0.0,-0.043,70.9,7.7,,0.043,,-8,-8,0.001,0.001,24,24,25,25,1,0,4.0,1.0,,,1.86,-0.06,0.06,27.2,21.017326862073308,-3.8583523389496577,40.24543933459687,30.81582586409303,30.32717768365591
KC,2025-09-27,84.5,-2.27,6.25,"Nuñez, Nasim",683083,680732,strikeout,swinging_strike_blocked,,,,,14.0,Nasim Nuñez strikes out swinging.,R,L,R,WSH,CWS,S,2.0,,1,2,2025,0.45,-1.54,0.9378411736599128,0.5385041523458742,,,,0,5,Bot,,,,,,,6.625430159340551,-122.84369411937928,-3.80389257190745,3.018859353161397,27.980969918469157,-46.938002026783934,3.31,1.55,,,,84.7,2752,6.8,776160,691019,672820,805367,678246,695657,681460,656537,666150,53.68,,0.0,0.0,1.0,0.0,0.0,,37,4,Knuckle Curve,2,4,2,4,4,2,2,4,Infield shade,Standard,27,-0.022,-0.189,34.9,6.4,,0.189,,-2,-2,0.279,0.279,25,24,26,25,2,1,6.0,1.0,,1.0,4.78,-0.45,0.45,42.2,3.463541589879014,9.54945966622748,33.42437526663863,27.27180187374802,27.15950186926945
CH,2025-09-27,87.6,-2.42,5.98,"Nuñez, Nasim",683083,680732,,ball,,,,,14.0,Ball,R,L,R,WSH,CWS,B,,,0,2,2025,-1.3,0.94,0.3952247966687092,-0.0502327557586148,,,,0,5,Bot,,,,,,,9.583683443911813,-126.82240815236491,-10.427985158978183,-15.966167170331412,26.702908706161903,-19.895883122674363,3.12888851489754,1.50755029743676,,,,88.4,1913,7.1,776160,691019,672820,805367,678246,695657,681460,656537,666150,53.36,,,,,,,,37,3,Changeup,2,4,2,4,4,2,2,4,Infield shade,Standard,229,0.003,0.024,,,,-0.024,,-2,-2,0.276,0.276,25,24,26,25,2,1,6.0,1.0,,1.0,2.06,1.3,-1.3,36.8,,,,,
CH,2025-09-27,87.5,-2.41,6.09,"Nuñez, Nasim",683083,680732,,foul_tip,,,,,14.0,Foul Tip,R,L,R,WSH,CWS,S,,,0,1,2025,-1.34,0.85,0.2717694656182157,1.360422660944698,,,,0,5,Bot,,,,,,,9.351633363557156,-126.96775766887234,-7.057997582381033,-16.420078871818745,26.655323324669997,-21.614707607574044,3.31,1.55,,,,88.4,1933,7.1,776160,691019,672820,805367,678246,695657,681460,656537,666150,53.41,,,,,,,,37,2,Changeup,2,4,2,4,4,2,2,4,Standard,Standard,233,-0.008,-0.055,70.3,7.5,,0.055,,-2,-2,0.284,0.284,25,24,26,25,2,1,6.0,1.0,,1.0,2.15,1.34,-1.34,38.0,20.163708310368527,-7.607997625430134,38.82955078265217,35.39849333564976,39.69821540890828
FF,2025-09-27,95.5,-2.31,6.24,"Nuñez, Nasim",683083,680732,,foul,,,,,6.0,Foul,R,L,R,WSH,CWS,S,,,0,0,2025,-0.31,1.66,0.4755814582769456,2.566393791453596,,,,0,5,Bot,,,,,,,8.098843030504684,-138.4926567923196,-7.730321332374684,-5.983422692252115,35.98562591496756,-9.249373031380856,3.31,1.55,236.0,78.4,54.0,95.7,2638,7.0,776160,691019,672820,805367,678246,695657,681460,656537,666150,53.52,,,,,,,,37,1,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,206,-0.005,-0.039,70.2,7.6,,0.039,88.0,-2,-2,0.289,0.289,25,24,26,25,2,1,6.0,1.0,,1.0,0.89,0.31,-0.31,38.5,18.44798346828004,-4.153736486090714,32.76262526925665,35.04463627539879,33.820711773329904
FF,2025-09-27,93.2,-1.48,6.07,"Nuñez, Nasim",683083,678024,strikeout,called_strike,,,,,8.0,Nasim Nuñez called out on strikes.,R,L,R,WSH,CWS,S,2.0,,3,2,2025,-0.66,1.49,-0.1689121953755381,1.6433115791683326,671277.0,,,1,8,Bot,,,,,,,4.8386852306546295,-135.46831423915754,-8.890209489255076,-9.227577287953912,29.721520979703623,-12.057136202688204,3.19967698014985,1.53159418705634,,,,93.3,2228,6.4,776160,691019,672820,805367,678246,695657,681460,656537,666150,54.09,,0.0,0.0,1.0,0.0,0.0,,66,6,4-Seam Fastball,5,4,5,4,4,5,5,4,Strategic,Standard,216,-0.043,-0.451,,,,0.451,,1,1,0.905,0.905,25,24,25,25,1,3,2.0,1.0,,1.0,1.14,0.66,-0.66,38.6,,,,,
SI,2025-09-27,93.4,-1.66,6.11,"Nuñez, Nasim",683083,678024,,swinging_strike,,,,,6.0,Swinging Strike,R,L,R,WSH,CWS,S,,,3,1,2025,-1.13,0.66,0.4974206964684606,2.683876809960101,671277.0,,,1,8,Bot,,,,,,,7.992120611859637,-135.78210561049875,-4.5072185324927965,-15.682034705838344,29.08425875655992,-23.19540821071085,3.31,1.55,,,,93.1,2348,6.1,776160,691019,672820,805367,678246,695657,681460,656537,666150,54.41,,,,,,,,66,5,Sinker,5,4,5,4,4,5,5,4,Strategic,Standard,226,-0.001,-0.045,69.8,5.7,,0.045,,1,1,0.906,0.906,25,24,25,25,1,3,2.0,1.0,,1.0,1.95,1.13,-1.13,33.1,-9.016905896420187,32.60437600876219,36.70558832932285,34.743981095815805,12.431695977686632
