pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2026-03-30,94.1,-0.87,6.37,"Collins, Isaac",686555,680573,strikeout,called_strike,,,,,8,Isaac Collins called out on strikes.,R,L,R,KC,MIN,S,2.0,,2,2,2026,-0.4,1.49,-0.0026914182685125,1.9535033514105056,,,,2,4,Bot,,,,,,,3.147242097470971,-136.78815160849723,-8.940584223659206,-5.762546766980115,28.75373143475364,-11.72852521437859,3.012885499,1.520521654,,,,95.0,2287,6.8,824135,680777,605170,807712,668904,686797,668885,621439,670242,53.72,,0.0,0.0,1.0,0.0,0.0,,32,5,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shade,Standard,200,-0.009,-0.224,,,,0.224,,1,1,0.647,0.647,25,28,26,29,2,1,,2.0,,,1.08,0.4,-0.4,52.1,,,,,
FF,2026-03-30,92.0,-0.69,6.36,"Collins, Isaac",686555,680573,,foul_tip,,,,,5,Foul Tip,R,L,R,KC,MIN,S,,,2,1,2026,-0.59,1.56,0.0128652679906546,2.0641370375229826,,,,2,4,Bot,,,,,,,3.0945107021665663,-133.72054544896454,-8.287076107812993,-7.700800754640106,29.869486832364323,-11.909537320750424,3.012885499,1.520521654,,,,92.7,2095,6.8,824135,680777,605170,807712,668904,686797,668885,621439,670242,53.65,,,,,,,,32,4,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shade,Standard,200,-0.003,-0.073,77.5,7.2,,0.073,,1,1,0.65,0.65,25,28,26,29,2,1,,2.0,,,1.15,0.59,-0.59,51.9,11.690142180091172,-12.41039663593108,29.97211810208434,36.40031052449307,36.8689958717798
FF,2026-03-30,92.1,-0.7,6.39,"Collins, Isaac",686555,680573,,called_strike,,,,,5,Called Strike,R,L,R,KC,MIN,S,,,2,0,2026,-0.69,1.69,-0.2390734247029747,2.2528848467682083,,,,2,4,Bot,,,,,,,2.713644001440876,-133.86024275108733,-8.212392329556867,-8.826469447909275,30.678924690126497,-10.251238033664972,3.012885499,1.520521654,,,,92.9,2161,7.0,824135,680777,605170,807712,668904,686797,668885,621439,670242,53.55,,,,,,,,32,3,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shade,Standard,195,-0.002,-0.066,,,,0.066,,1,1,0.652,0.652,25,28,26,29,2,1,,2.0,,,1.01,0.69,-0.69,53.6,,,,,
FF,2026-03-30,92.9,-0.96,6.38,"Collins, Isaac",686555,680573,,ball,,,,,13,Ball,R,L,R,KC,MIN,B,,,1,0,2026,-0.94,1.78,-1.241981433451406,2.1256802089690336,,,,2,4,Bot,,,,,,,1.3977191825660735,-134.90514093404,-8.774023443236947,-11.72092743981186,33.78945023460889,-8.757853939368617,3.012885499,1.520521654,,,,93.0,2332,6.8,824135,680777,605170,807712,668904,686797,668885,621439,670242,53.7,,,,,,,,32,2,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shade,Standard,198,0.002,0.065,,,,-0.065,,1,1,0.65,0.65,25,28,26,29,2,1,,2.0,,,0.91,0.94,-0.94,51.2,,,,,
FF,2026-03-30,93.0,-0.75,6.42,"Collins, Isaac",686555,680573,,ball,,,,,11,Ball,R,L,R,KC,MIN,B,,,0,0,2026,-0.69,1.61,-0.2609478892257225,3.406588426375823,,,,2,4,Bot,,,,,,,2.8063540437191503,-135.20225536180897,-5.283628239061844,-9.066683166092158,34.19088793433917,-11.51527066054332,3.012885499,1.520521654,,,,93.1,2187,6.8,824135,680777,605170,807712,668904,686797,668885,621439,670242,53.74,,,,,,,,32,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shade,Standard,200,0.001,0.037,,,,-0.037,,1,1,0.649,0.649,25,28,26,29,2,1,,2.0,,,1.06,0.69,-0.69,50.1,,,,,
FF,2026-03-30,93.0,-0.88,6.45,"Collins, Isaac",686555,680573,field_out,hit_into_play,,,,,2,Isaac Collins flies out to center fielder Byron Buxton.,R,L,R,KC,MIN,X,8.0,fly_ball,2,2,2026,-0.29,1.41,-0.0252923709137689,2.8381475900280377,,,663697.0,1,2,Bot,147.72,88.8,,,,,2.8379977442856354,-135.26319266546028,-6.432071742920416,-4.245098612781193,30.94753198991174,-13.663491317664947,3.012885499,1.520521654,280.0,94.6,49.0,93.7,2252,6.8,824135,680777,605170,807712,668904,686797,668885,621439,670242,53.68,0.006,0.007,0.0,1.0,0.0,0.0,3.0,16,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,191,-0.028,-0.223,75.6,6.5,0.012,0.223,94.6,-1,-1,0.441,0.441,25,28,26,29,1,0,,2.0,,,1.24,0.29,-0.29,54.0,5.669535549019885,-7.859731995007525,20.728313163300715,36.958092544309686,33.113514202938696
FS,2026-03-30,87.7,-1.02,6.43,"Collins, Isaac",686555,680573,,ball,,,,,13,Ball,R,L,R,KC,MIN,B,,,1,2,2026,-1.12,0.68,-0.9004025192374736,0.7196375073781414,,,663697.0,1,2,Bot,,,,,,,2.6732846770006677,-127.47306075786756,-8.818734151622072,-12.693031754615513,28.70846926989223,-23.03277366038307,3.012885499,1.520521654,,,,88.0,1090,6.8,824135,680777,605170,807712,668904,686797,668885,621439,670242,53.72,,,,,,,,16,4,Split-Finger,0,1,0,1,1,0,0,1,Infield shade,Standard,208,0.005,0.044,,,,-0.044,,-1,-1,0.436,0.436,25,28,26,29,1,0,,2.0,,,2.31,1.12,-1.12,50.1,,,,,
FS,2026-03-30,87.2,-0.9,6.41,"Collins, Isaac",686555,680573,,blocked_ball,,,,,13,Ball In Dirt,R,L,R,KC,MIN,B,,,0,2,2026,-0.96,0.49,-0.0813636075035409,0.1247247802255131,,,663697.0,1,2,Bot,,,,,,,3.98730505716923,-126.86667595257762,-9.851862785066182,-11.205253193870195,20.804682094221736,-25.357107771346666,3.012885499,1.520521654,,,,88.7,1232,6.8,824135,680777,605170,807712,668904,686797,668885,621439,670242,53.73,,,,,,,,16,3,Split-Finger,0,1,0,1,1,0,0,1,Infield shade,Standard,208,0.003,0.01,,,,-0.01,,-1,-1,0.433,0.433,25,28,26,29,1,0,,2.0,,,2.46,0.96,-0.96,50.6,,,,,
FF,2026-03-30,92.1,-1.01,6.49,"Collins, Isaac",686555,680573,,called_strike,,,,,4,Called Strike,R,L,R,KC,MIN,S,,,0,1,2026,-0.52,1.47,-0.5610375241691868,2.2762848781146325,,,663697.0,1,2,Bot,,,,,,,2.2892537010842364,-134.00160380291751,-7.96250048352659,-6.787669383384496,27.110149326034357,-12.947712389881382,3.012885499,1.520521654,,,,93.1,2170,6.7,824135,680777,605170,807712,668904,686797,668885,621439,670242,53.78,,,,,,,,16,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,205,-0.008,-0.047,,,,0.047,,-1,-1,0.441,0.441,25,28,26,29,1,0,,2.0,,,1.2,0.52,-0.52,51.1,,,,,
FF,2026-03-30,92.4,-0.97,6.48,"Collins, Isaac",686555,680573,,foul,,,,,5,Foul,R,L,R,KC,MIN,S,,,0,0,2026,-0.48,1.27,-0.2067245659169589,2.48737378767336,,,663697.0,1,2,Bot,,,,,,,2.987028116368631,-134.48164789637482,-6.968604013147845,-6.425900590426489,29.63019009108335,-15.406075935303438,3.012885499,1.520521654,163.0,71.6,23.0,92.9,2312,6.6,824135,680777,605170,807712,668904,686797,668885,621439,670242,53.88,,,,,,,,16,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,195,-0.005,-0.04,71.9,5.9,,0.04,88.0,-1,-1,0.446,0.446,25,28,26,29,1,0,,2.0,,,1.4,0.48,-0.48,49.9,-10.262507741919377,17.668388572026313,32.55888904771376,39.565415671621565,17.34783920178254
