pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2026-03-27,96.8,-1.43,5.9,"Zeferjahn, Ryan",670623,666171,strikeout,called_strike,,,,,14,Isaac Paredes called out on strikes.,R,R,R,HOU,LAA,S,2.0,,3,2,2026,-0.41,1.65,0.8691485543102104,1.770762676294113,,,,2,7,Bot,,,,,,,7.060466511135609,-140.43436320173114,-9.042546389032456,-7.159339442326616,35.94786190225558,-8.415152862279028,3.180511811,1.60511811,,,,97.2,2297,7.0,824216,681351,694384,672724,660162,687263,666139,545361,666176,53.55,,0.0,0.0,1.0,0.0,0.0,,63,7,4-Seam Fastball,2,5,2,5,5,2,2,5,Infield shade,Standard,204,-0.011,-0.328,,,,0.328,,-3,-3,0.083,0.083,28,27,28,27,1,3,,1.0,,1,0.82,0.41,0.41,45.5,,,,,
SI,2026-03-27,96.6,-1.74,5.72,"Zeferjahn, Ryan",670623,666171,,foul,,,,,5,Foul,R,R,R,HOU,LAA,S,,,3,2,2026,-1.13,0.83,-0.1941639884577441,2.494608519473813,,,,2,7,Bot,,,,,,,6.762774285171025,-140.34333828958967,-4.711470769481699,-16.543784727871387,34.85284467208186,-20.28743666091146,3.180511811,1.60511811,4.0,74.2,-32.0,97.0,2079,6.8,824216,681351,694384,672724,660162,687263,666139,545361,666176,53.67,,,,,,,,63,6,Sinker,2,5,2,5,5,2,2,5,Infield shade,Standard,204,0.0,0.0,65.4,7.5,,0.0,88.0,-3,-3,0.083,0.083,28,27,28,27,1,3,,1.0,,1,1.64,1.13,1.13,36.6,16.965707790168203,-13.420540155914251,30.782188440905525,30.13749575478001,29.56776561496105
FF,2026-03-27,97.0,-1.22,6.05,"Zeferjahn, Ryan",670623,666171,,ball,,,,,12,Ball,R,R,R,HOU,LAA,B,,,2,2,2026,-0.16,1.43,0.4026695115913438,4.260561893966003,,,,2,7,Bot,,,,,,,4.674508203063103,-141.06508626997916,-2.334812908652757,-3.338003985501761,37.74146094473211,-12.932218372637571,3.180511811,1.60511811,,,,96.8,2181,6.6,824216,681351,694384,672724,660162,687263,666139,545361,666176,53.9,,,,,,,,63,5,4-Seam Fastball,2,5,2,5,5,2,2,5,Infield shade,Standard,199,0.003,0.104,,,,-0.104,,-3,-3,0.08,0.08,28,27,28,27,1,3,,1.0,,1,1.03,0.16,0.16,47.3,,,,,
ST,2026-03-27,84.3,-1.93,5.8,"Zeferjahn, Ryan",670623,666171,,swinging_strike,,,,,9,Swinging Strike,R,R,R,HOU,LAA,S,,,2,1,2026,1.18,0.34,0.3392452076303585,1.7666276115463375,,,,2,7,Bot,,,,,,,2.843582665864996,-122.7052349535789,-3.375865247249159,11.088632614599817,28.177757445926144,-28.22934011275713,3.180511811,1.60511811,,,,84.3,2502,6.7,824216,681351,694384,672724,660162,687263,666139,545361,666176,53.83,,,,,,,,63,4,Sweeper,2,5,2,5,5,2,2,5,Infield shade,Standard,88,-0.003,-0.073,66.2,8.7,,0.073,,-3,-3,0.083,0.083,28,27,28,27,1,3,,1.0,,1,2.91,-1.18,-1.18,40.2,32.094130696253906,-48.86178330360376,35.901808945970295,37.10262945489996,54.95247148201632
SI,2026-03-27,95.3,-1.66,5.69,"Zeferjahn, Ryan",670623,666171,,called_strike,,,,,4,Called Strike,R,R,R,HOU,LAA,S,,,2,0,2026,-1.02,1.1,-0.4678462306901332,2.424229022830226,,,,2,7,Bot,,,,,,,5.486262585211447,-138.47044288948612,-5.215110617106333,-14.422899825229,34.79524646518632,-17.019032016112167,3.180511811,1.60511811,,,,95.6,1902,6.8,824216,681351,694384,672724,660162,687263,666139,545361,666176,53.67,,,,,,,,63,3,Sinker,2,5,2,5,5,2,2,5,Infield shade,Standard,208,-0.002,-0.066,,,,0.066,,-3,-3,0.085,0.085,28,27,28,27,1,3,,1.0,,1,1.44,1.02,1.02,35.0,,,,,
SI,2026-03-27,95.0,-1.65,5.72,"Zeferjahn, Ryan",670623,666171,,ball,,,,,13,Ball,R,R,R,HOU,LAA,B,,,1,0,2026,-1.3,0.83,-1.699905078550093,2.032329368146157,,,,2,7,Bot,,,,,,,2.871625452653203,-138.1307640102821,-5.645091150344454,-17.24446442503738,33.850675232508635,-20.416083067004863,3.180511811,1.60511811,,,,95.2,1884,6.7,824216,681351,694384,672724,660162,687263,666139,545361,666176,53.85,,,,,,,,63,2,Sinker,2,5,2,5,5,2,2,5,Infield shade,Standard,209,0.002,0.065,,,,-0.065,,-3,-3,0.083,0.083,28,27,28,27,1,3,,1.0,,1,1.72,1.3,1.3,36.2,,,,,
SI,2026-03-27,94.7,-1.72,5.72,"Zeferjahn, Ryan",670623,666171,,ball,,,,,11,Ball,R,R,R,HOU,LAA,B,,,0,0,2026,-0.89,1.0,-0.1206141413149129,3.77526164029287,,,,2,7,Bot,,,,,,,6.190026746363128,-137.79940642758746,-1.4733427445448517,-12.727511366031662,32.60613664183428,-19.354279890161784,3.180511811,1.60511811,,,,95.3,2007,6.8,824216,681351,694384,672724,660162,687263,666139,545361,666176,53.73,,,,,,,,63,1,Sinker,2,5,2,5,5,2,2,5,Infield shade,Standard,203,0.002,0.037,,,,-0.037,,-3,-3,0.081,0.081,28,27,28,27,1,3,,1.0,,1,1.55,0.89,0.89,35.5,,,,,
FF,2026-03-27,95.5,-1.48,6.06,"Zeferjahn, Ryan",670541,666171,field_out,hit_into_play,,,,,3,Yordan Alvarez flies out to right fielder Jo Adell.,R,L,R,HOU,LAA,X,9.0,fly_ball,1,0,2026,-0.1,1.35,0.4007150458842238,2.9921791147133363,,,,1,7,Bot,166.58,64.96,,,,,5.14739398212345,-138.77592442616807,-5.264226137828749,-2.6124481591745883,36.03663120720674,-13.739939042798234,3.392019357,1.711860236,346.0,99.3,36.0,95.3,2185,6.6,824216,681351,694384,672724,660162,687263,666139,545361,666176,53.91,0.22,0.421,0.0,1.0,0.0,0.0,5.0,62,2,4-Seam Fastball,2,5,2,5,5,2,2,5,Infield shade,Standard,199,-0.022,-0.293,76.7,7.2,0.828,0.293,99.3,-3,-3,0.103,0.103,28,29,28,29,1,3,,1.0,,1,1.18,0.1,-0.1,46.2,13.25644822118412,-13.061012976348554,31.325800834567,33.63293255815571,38.113598268207696
FF,2026-03-27,95.7,-1.49,6.12,"Zeferjahn, Ryan",670541,666171,,ball,,,,,12,Ball,R,L,R,HOU,LAA,B,,,0,0,2026,-0.03,1.4,0.0059107031362562,4.823957981120901,,,,1,7,Bot,,,,,,,3.956179379909469,-139.23227068285746,-0.7680313807072761,-1.3771538103947836,37.11758343402053,-14.264630138575656,3.392019357,1.711860236,,,,95.3,2128,6.5,824216,681351,694384,672724,660162,687263,666139,545361,666176,54.0,,,,,,,,62,1,4-Seam Fastball,2,5,2,5,5,2,2,5,Infield shade,Standard,195,0.003,0.039,,,,-0.039,,-3,-3,0.1,0.1,28,29,28,29,1,3,,1.0,,1,1.13,0.03,-0.03,46.4,,,,,
ST,2026-03-27,82.7,-1.78,5.88,"Zeferjahn, Ryan",665161,666171,field_out,hit_into_play,,,,,4,Jeremy Peña pops out to shortstop Zach Neto.,R,R,R,HOU,LAA,X,6.0,popup,1,2,2026,1.29,0.05,-0.8183929148396598,2.584130997958116,,,,0,7,Bot,98.1,143.57,,,,,-0.400494556935861,-120.33595124810152,-0.8024229584426121,12.509953740674913,26.440464504747684,-31.78975037085554,3.19718668,1.613533465,165.0,82.2,61.0,82.9,2742,6.7,824216,681351,694384,672724,660162,687263,666139,545361,666176,53.79,0.011,0.01,0.0,1.0,0.0,0.0,3.0,61,4,Sweeper,2,5,2,5,5,2,2,5,Standard,Standard,70,-0.02,-0.189,66.7,7.1,0.013,0.189,88.0,-3,-3,0.12,0.12,28,28,28,29,1,3,,,,2,3.32,-1.29,-1.29,41.3,14.306578175198,-23.52067546218848,35.59391525779112,25.246860284201528,31.86620301665117
