pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2026-03-28,98.6,-1.2,6.11,"Medina, Luis",676391,665622,single,hit_into_play,,,,,8.0,Ernie Clement singles on a line drive to left fielder Tyler Soderstrom. Nathan Lukes scores. Daulton Varsho to 2nd.,R,R,R,TOR,ATH,X,7.0,line_drive,3,2,2026,-0.68,1.42,-0.0113082481528604,1.8309462569010413,,664770,662139.0,1,11,Bot,88.94,115.94,,,,,4.766254650976797,-143.23069516155704,-9.253370133661512,-10.418738569403049,33.77721927530613,-10.662970137466514,3.191043307,1.610433071,278.0,102.7,13.0,98.4,2445.0,6.3,822838,669127,701762,628451,691777,687231,691016,672016,643446,54.2,0.906,0.904,0.9,1.0,1.0,0.0,4.0,97,6,4-Seam Fastball,7,7,7,7,7,8,8,7,Standard,Standard,218.0,0.271,0.411,71.1,7.2,1.194,-0.411,102.7,0,0,0.729,0.729,27,30,27,30,1,5,,1,,1,0.94,0.68,0.68,45.8,6.881110484644387,-1.4170132752816615,37.74100824605833,35.00093168172998,30.22657030413469
SL,2026-03-28,89.1,-1.37,5.92,"Medina, Luis",676391,665622,,ball,,,,,14.0,Ball,R,R,R,TOR,ATH,B,,,2,2,2026,0.59,0.13,1.577999209906687,2.3651337247787905,,664770,662139.0,1,11,Bot,,,,,,,5.891590774534977,-129.64904441897465,-2.7504927879339247,5.369921663381684,27.67469351260524,-30.32374518039829,3.191043307,1.610433071,,,,89.0,2426.0,6.3,822838,669127,701762,628451,691777,687231,691016,672016,643446,54.2,,,,,,,,97,5,Slider,7,7,7,7,7,7,7,7,Standard,Standard,85.0,0.033,0.096,,,,-0.096,,0,0,0.696,0.696,27,30,27,30,1,5,,1,,1,2.75,-0.59,-0.59,38.3,,,,,
FF,2026-03-28,99.9,-1.31,6.07,"Medina, Luis",676391,665622,,foul,,,,,6.0,Foul,R,R,R,TOR,ATH,S,,,2,1,2026,-0.56,1.49,0.4645058350453724,2.5822439046101247,,664770,662139.0,1,11,Bot,,,,,,,6.158755207488716,-145.1180373111624,-7.52372249853115,-9.469047407375212,35.9548849905844,-9.482744922374716,3.191043307,1.610433071,207.0,79.5,20.0,99.5,2458.0,6.3,822838,669127,701762,628451,691777,687231,691016,672016,643446,54.2,,,,,,,,97,4,4-Seam Fastball,7,7,7,7,7,7,7,7,Standard,Standard,221.0,-0.027,-0.063,71.2,6.7,,0.063,88.0,0,0,0.723,0.723,27,30,27,30,1,5,,1,,1,0.81,0.56,0.56,42.5,4.429813323185239,8.455698437446845,29.648011280719874,42.39284938258482,23.25427303413769
FF,2026-03-28,99.3,-1.18,6.0,"Medina, Luis",676391,665622,,ball,,,,,14.0,Ball,R,R,R,TOR,ATH,B,,,1,1,2026,-0.71,1.43,1.726582985181843,1.3129400525343784,,664770,662139.0,1,11,Bot,,,,,,,9.526757064097644,-144.00720292141497,-10.495139121797385,-12.186025258739036,35.147554639802145,-9.830893083204806,3.191043307,1.610433071,,,,98.9,2587.0,6.3,822838,669127,701762,628451,691777,687231,691016,672016,643446,54.16,,,,,,,,97,3,4-Seam Fastball,7,7,7,7,7,7,7,7,Standard,Standard,219.0,0.018,0.048,,,,-0.048,,0,0,0.705,0.705,27,30,27,30,1,5,,1,,1,0.9,0.71,0.71,42.3,,,,,
FF,2026-03-28,98.0,-1.25,6.01,"Medina, Luis",676391,665622,,foul,,,,,9.0,Foul,R,R,R,TOR,ATH,S,,,1,0,2026,-0.85,1.46,0.3869240108417914,1.937394667343282,,664770,662139.0,1,11,Bot,,,,,,,6.359871475612005,-142.38275878623153,-8.670323338820257,-13.062533702514598,33.285976916069565,-10.4377073013553,3.191043307,1.610433071,215.0,76.4,50.0,97.7,2523.0,6.3,822838,669127,701762,628451,691777,687231,691016,672016,643446,54.23,,,,,,,,97,2,4-Seam Fastball,7,7,7,7,7,7,7,7,Standard,Standard,223.0,-0.018,-0.045,67.9,7.2,,0.045,88.0,0,0,0.723,0.723,27,30,27,30,1,5,,1,,1,0.92,0.85,0.85,39.7,5.7103101476820814,4.261377838997115,37.30812962949354,40.82650585037004,22.09659486600255
SL,2026-03-28,90.2,-1.36,5.87,"Medina, Luis",676391,665622,,ball,,,,,14.0,Ball,R,R,R,TOR,ATH,B,,,0,0,2026,0.55,0.45,1.8956986882855265,1.3081311929996335,,664770,662139.0,1,11,Bot,,,,,,,6.807740221941463,-131.28660443251226,-6.217319998929286,5.170250907417764,23.52148707662888,-25.89294991645393,3.191043307,1.610433071,,,,90.9,2454.0,6.3,822838,669127,701762,628451,691777,687231,691016,672016,643446,54.16,,,,,,,,97,1,Slider,7,7,7,7,7,7,7,7,Standard,Standard,52.0,0.013,0.031,,,,-0.031,,0,0,0.71,0.71,27,30,27,30,1,5,,1,,1,2.31,-0.55,-0.55,37.3,,,,,
SL,2026-03-28,88.1,-1.4,5.86,"Medina, Luis",672386,665622,strikeout,swinging_strike,,,,,12.0,Alejandro Kirk strikes out swinging.,R,R,R,TOR,ATH,S,2.0,,1,2,2026,0.89,0.82,2.101115130249334,3.137834331545704,,664770,,0,11,Bot,,,,,,,6.501605316396975,-128.15981982916662,-2.044280320584477,8.410826198927893,26.933192954635,-22.889400319734957,3.010252625,1.519192913,,,,88.0,2568.0,6.3,822838,669127,701762,628451,691777,687231,691016,672016,643446,54.21,,0.0,0.0,1.0,0.0,0.0,,95,4,Slider,7,7,7,7,7,7,7,7,Standard,Standard,54.0,-0.071,-0.241,60.2,7.5,,0.241,,0,0,0.774,0.774,27,27,27,28,1,5,,1,,2,2.12,-0.89,-0.89,36.2,6.459984022518962,4.116672901925708,8.980238292279926,64.97024747462567,24.68011967782176
SL,2026-03-28,88.0,-1.37,5.94,"Medina, Luis",672386,665622,,swinging_strike,,,,,11.0,Swinging Strike,R,R,R,TOR,ATH,S,,,1,1,2026,0.74,0.38,-0.4491936815947235,3.786056543013821,,664770,,0,11,Bot,,,,,,,0.6302064737927648,-128.20328313541629,0.2617962912665784,8.0415223623514,26.73056494917152,-28.301141498681226,3.010252625,1.519192913,,,,87.9,2466.0,6.2,822838,669127,701762,628451,691777,687231,691016,672016,643446,54.31,,,,,,,,95,3,Slider,7,7,7,7,7,7,7,7,Standard,Standard,96.0,-0.026,-0.08,34.7,4.7,,0.08,,0,0,0.8,0.8,27,27,27,28,1,5,,1,,2,2.56,-0.74,-0.74,34.2,6.17356311968241,50.92748112976643,15.69893996376518,35.14027939951805,3.4338464876899817
FF,2026-03-28,98.7,-1.09,6.02,"Medina, Luis",672386,665622,,ball,,,,,14.0,Ball,R,R,R,TOR,ATH,B,,,0,1,2026,-0.88,1.46,0.1774961725271596,0.1071900784182777,,664770,,0,11,Bot,,,,,,,5.467956668684321,-143.0674011558476,-13.697023964855946,-13.33299391714224,33.81023118393628,-9.096904999376132,3.010252625,1.519192913,,,,98.2,2549.0,6.3,822838,669127,701762,628451,691777,687231,691016,672016,643446,54.21,,,,,,,,95,2,4-Seam Fastball,7,7,7,7,7,7,7,7,Standard,Standard,222.0,0.01,0.026,,,,-0.026,,0,0,0.79,0.79,27,27,27,28,1,5,,1,,2,0.9,0.88,0.88,41.5,,,,,
FF,2026-03-28,98.6,-1.14,6.09,"Medina, Luis",672386,665622,,swinging_strike,,,,,12.0,Swinging Strike,R,R,R,TOR,ATH,S,,,0,0,2026,-0.69,1.39,0.8897322409194021,2.379150403230426,,664770,,0,11,Bot,,,,,,,7.065038354232988,-143.2526384192717,-7.6924789386950545,-11.187628303031136,32.822185033604285,-11.351945640683931,3.010252625,1.519192913,,,,98.4,2491.0,6.3,822838,669127,701762,628451,691777,687231,691016,672016,643446,54.24,,,,,,,,95,1,4-Seam Fastball,7,7,7,7,7,7,7,7,Standard,Standard,215.0,-0.015,-0.043,71.4,6.8,,0.043,,0,0,0.805,0.805,27,27,27,28,1,5,,1,,2,0.96,0.69,0.69,42.8,-4.12106914852606,26.190611438333637,27.43584007390447,49.661604351963454,11.235494707166431
