pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2026-03-27,87.3,-2.47,5.44,"Severino, Luis",664770,622663,field_out,hit_into_play,,,,,14,"Nathan Lukes grounds out, second baseman Jeff McNeil to first baseman Nick Kurtz.",R,L,R,TOR,ATH,X,4.0,ground_ball,3,2,2026,1.06,0.19,1.1105910206389151,1.7201109693161722,665926.0,,,2,5,Bot,149.45,159.51,,,,,6.292491984861562,-126.91017201860603,-2.8963476008453752,9.88090067136458,28.95252062534315,-29.70930656561877,3.163836942,1.596702756,11.0,75.0,-8.0,86.8,2576,6.3,822839,669127,701762,643446,691777,805779,691016,672016,671732,54.2,0.089,0.081,0.0,1.0,0.0,0.0,2.0,36,7,Slider,2,1,2,1,1,2,2,1,Standard,Standard,78,-0.04,-0.257,71.5,6.1,0.107,0.257,88.0,1,1,0.7,0.7,32,31,32,32,3,2,,,,3,2.84,-1.06,1.06,31.7,2.9331106829107885,2.8340369767064826,39.3685069994496,28.14685976896391,25.48298310656644
ST,2026-03-27,86.7,-2.28,5.58,"Severino, Luis",664770,622663,,foul,,,,,12,Foul,R,L,R,TOR,ATH,S,,,3,2,2026,1.34,0.49,1.5856088306163991,2.990620048618546,665926.0,,,2,5,Bot,,,,,,,6.3460377716441,-126.15833751913225,-0.7955378502596328,12.908742603824669,26.730481670701167,-27.011980876831007,3.163836942,1.596702756,4.0,75.5,-37.0,86.7,2470,6.4,822839,669127,701762,643446,691777,805779,691016,672016,671732,54.13,,,,,,,,36,6,Sweeper,2,1,2,1,1,2,2,1,Standard,Standard,77,0.0,0.0,,,,0.0,88.0,1,1,0.7,0.7,32,31,32,32,3,2,,,,3,2.55,-1.34,1.34,35.2,,,,,
FC,2026-03-27,94.9,-2.24,5.74,"Severino, Luis",664770,622663,,ball,,,,,12,Ball,R,L,R,TOR,ATH,B,,,2,2,2026,0.25,0.78,0.223553451969609,3.982306235403121,665926.0,,,2,5,Bot,,,,,,,5.836380133765297,-138.23488528852,-0.6030886616856067,1.915006764476996,29.38790093129324,-22.166517247894216,3.163836942,1.596702756,,,,95.7,2251,6.6,822839,669127,701762,643446,691777,805779,691016,672016,671732,53.93,,,,,,,,36,5,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,193,0.007,0.063,,,,-0.063,,1,1,0.693,0.693,32,31,32,32,3,2,,,,3,1.73,-0.25,0.25,39.5,,,,,
FC,2026-03-27,95.8,-2.13,5.76,"Severino, Luis",664770,622663,,foul,,,,,14,Foul,R,L,R,TOR,ATH,S,,,2,1,2026,-0.05,1.1,1.3631390736369104,1.4100322060415074,665926.0,,,2,5,Bot,,,,,,,9.210862442980728,-138.97153153467255,-8.099946799258458,-2.7721738002704006,32.487191576011185,-16.22132106005238,3.163836942,1.596702756,,,,95.5,2393,6.4,822839,669127,701762,643446,691777,805779,691016,672016,671732,54.1,,,,,,,,36,4,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,204,-0.007,-0.083,66.3,6.2,,0.083,,1,1,0.7,0.7,32,31,32,32,3,2,,,,3,1.41,0.05,-0.05,38.5,-2.2866366554578805,9.174668996812867,45.76039577204451,23.74405099613075,21.776235925982437
FC,2026-03-27,96.3,-1.96,5.79,"Severino, Luis",664770,622663,,foul,,,,,12,Foul,R,L,R,TOR,ATH,S,,,2,0,2026,-0.23,0.88,1.0277452142463308,2.4348690769858408,665926.0,,,2,5,Bot,,,,,,,8.37586267742667,-139.93077239913237,-5.149694245256696,-4.991071234270258,31.860004057524694,-19.572350726432266,3.163836942,1.596702756,139.0,76.5,8.0,96.5,2416,6.5,822839,669127,701762,643446,691777,805779,691016,672016,671732,54.01,,,,,,,,36,3,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,206,-0.002,-0.048,68.6,6.0,,0.048,88.0,1,1,0.702,0.702,32,31,32,32,3,2,,,,3,1.58,0.23,-0.23,37.3,-1.7602271378355692,11.00555505064476,37.08261771852263,27.45547648329282,24.329241955217974
FC,2026-03-27,95.6,-1.94,5.76,"Severino, Luis",664770,622663,,ball,,,,,14,Ball,R,L,R,TOR,ATH,B,,,1,0,2026,-0.33,1.27,1.7700690148912983,1.5661903366410028,665926.0,,,2,5,Bot,,,,,,,10.439384712907716,-138.6851386658575,-8.110760807684112,-6.605230443773914,30.578934495220796,-14.106799088284458,3.163836942,1.596702756,,,,95.9,2434,6.6,822839,669127,701762,643446,691777,805779,691016,672016,671732,53.91,,,,,,,,36,2,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,205,0.002,0.024,,,,-0.024,,1,1,0.7,0.7,32,31,32,32,3,2,,,,3,1.24,0.33,-0.33,39.7,,,,,
FF,2026-03-27,96.8,-1.81,5.96,"Severino, Luis",664770,622663,,ball,,,,,12,Ball,R,L,R,TOR,ATH,B,,,0,0,2026,-0.47,1.29,1.7132823585028485,3.335242999566842,665926.0,,,2,5,Bot,,,,,,,10.349687161034389,-140.54374161610858,-4.222983226424472,-8.586903326664086,32.817044086692924,-14.29310020919788,3.163836942,1.596702756,,,,96.6,2206,6.4,822839,669127,701762,643446,691777,805779,691016,672016,671732,54.12,,,,,,,,36,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,214,0.001,0.028,,,,-0.028,,1,1,0.699,0.699,32,31,32,32,3,2,,,,3,1.16,0.47,-0.47,43.5,,,,,
SI,2026-03-27,97.0,-2.04,5.78,"Severino, Luis",543807,622663,field_out,hit_into_play,,,,,5,George Springer flies out to right fielder Lawrence Butler in foul territory.,R,R,R,TOR,ATH,X,9.0,fly_ball,0,2,2026,-1.24,1.12,0.1278325553451735,2.3707257577336085,665926.0,,,1,5,Bot,191.56,140.32,,,,,8.65598001966419,-140.9404734398026,-6.00075287125379,-18.49567069812461,32.09700334759473,-16.021233613415696,3.267396654,1.648966535,219.0,81.4,52.0,97.5,2146,6.7,822839,669127,701762,643446,691777,805779,691016,672016,671732,53.83,0.04,0.041,0.0,1.0,0.0,0.0,3.0,35,3,Sinker,2,1,2,1,1,2,2,1,Strategic,Standard,213,-0.037,0.013,74.5,7.3,0.059,-0.013,88.0,1,1,0.736,0.736,32,36,32,37,3,2,,,,1,1.31,1.24,1.24,39.5,-3.691314281200564,5.03690030182054,39.97256966083217,36.64527488095034,19.082570787493232
ST,2026-03-27,84.9,-2.11,5.69,"Severino, Luis",543807,622663,,foul,,,,,5,Foul,R,R,R,TOR,ATH,S,,,0,1,2026,1.13,0.2,-0.1104447675413591,2.177834894303388,665926.0,,,1,5,Bot,,,,,,,2.310199045487855,-123.61724386260929,-2.057661716409932,11.06260861240957,26.68792774313317,-29.897010319255735,3.267396654,1.648966535,166.0,63.3,43.0,85.0,2398,6.5,822839,669127,701762,643446,691777,805779,691016,672016,671732,54.02,,,,,,,,35,2,Sweeper,2,1,2,1,1,2,2,1,Strategic,Standard,83,-0.015,-0.093,68.8,7.9,,0.093,88.0,1,1,0.751,0.751,32,36,32,37,3,2,,,,1,2.98,-1.13,-1.13,41.9,9.56859805604257,-14.292381643816157,39.105279914982894,33.43829492208772,23.536501618111
ST,2026-03-27,85.9,-2.19,5.65,"Severino, Luis",543807,622663,,called_strike,,,,,9,Called Strike,R,R,R,TOR,ATH,S,,,0,0,2026,1.29,0.73,0.3652894539802518,2.013534501166621,665926.0,,,1,5,Bot,,,,,,,3.308471114702167,-125.06133551939485,-3.585208815130722,12.718330914483465,27.16536154386723,-24.054033548668905,3.267396654,1.648966535,,,,85.7,2330,6.3,822839,669127,701762,643446,691777,805779,691016,672016,671732,54.2,,,,,,,,35,1,Sweeper,2,1,2,1,1,2,2,1,Strategic,Standard,94,-0.009,-0.045,,,,0.045,,1,1,0.76,0.76,32,36,32,37,3,2,,,,1,2.38,-1.29,-1.29,36.4,,,,,
